classifier_variant,sample_id,context_id,target_act,arm,model,predicted_act,act_match,response_sha256
word_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,deepseek-v4-pro,telling,1,84ad57ad05113ea517c5c05b6fbb7565b88427baa87b2ccdb62d31b516347525
hybrid_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,deepseek-v4-pro,telling,1,84ad57ad05113ea517c5c05b6fbb7565b88427baa87b2ccdb62d31b516347525
char_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,doubao-seed-2.0-lite,telling,1,eaf18d2fb3019404da31f29ecc3b96b9d9c7f7dd05457fc75f05eb7da7df81e3
word_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,doubao-seed-2.0-lite,telling,1,eaf18d2fb3019404da31f29ecc3b96b9d9c7f7dd05457fc75f05eb7da7df81e3
hybrid_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,doubao-seed-2.0-lite,telling,1,eaf18d2fb3019404da31f29ecc3b96b9d9c7f7dd05457fc75f05eb7da7df81e3
char_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,glm-5.2,telling,1,f386638a61da9f218a2025307295dc6397a9a722ba39f48601e30fce81e2a615
word_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,glm-5.2,telling,1,f386638a61da9f218a2025307295dc6397a9a722ba39f48601e30fce81e2a615
hybrid_svm,routing-v1|scaffolding-55|oracle_action,scaffolding-55,telling,oracle_action,glm-5.2,telling,1,f386638a61da9f218a2025307295dc6397a9a722ba39f48601e30fce81e2a615
char_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,MiniMax-M2.7,generic,0,ba02f6ceeaf224960a2430315260e8ba04ff95ac9beb0abfb42191ce0b4d34db
word_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,MiniMax-M2.7,focus,0,ba02f6ceeaf224960a2430315260e8ba04ff95ac9beb0abfb42191ce0b4d34db
hybrid_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,MiniMax-M2.7,focus,0,ba02f6ceeaf224960a2430315260e8ba04ff95ac9beb0abfb42191ce0b4d34db
char_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,MiniMax-M3,probing,0,8177aea5244a9229371061fb302d5141b4bee478717cd7ba8e06db3189b6b340
word_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,MiniMax-M3,probing,0,8177aea5244a9229371061fb302d5141b4bee478717cd7ba8e06db3189b6b340
hybrid_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,MiniMax-M3,probing,0,8177aea5244a9229371061fb302d5141b4bee478717cd7ba8e06db3189b6b340
char_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,deepseek-v4-pro,focus,0,542b02dce69c579d627472f27e03c63299c678d17704c53e3f5b0074e5fb1534
word_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,deepseek-v4-pro,focus,0,542b02dce69c579d627472f27e03c63299c678d17704c53e3f5b0074e5fb1534
hybrid_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,deepseek-v4-pro,focus,0,542b02dce69c579d627472f27e03c63299c678d17704c53e3f5b0074e5fb1534
char_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,doubao-seed-2.0-lite,telling,1,d7ea87a629988a18fc5dbfd3d5cf1573c90089e2b35490d4ee8b3fa0a5ad900d
word_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,doubao-seed-2.0-lite,telling,1,d7ea87a629988a18fc5dbfd3d5cf1573c90089e2b35490d4ee8b3fa0a5ad900d
hybrid_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,doubao-seed-2.0-lite,telling,1,d7ea87a629988a18fc5dbfd3d5cf1573c90089e2b35490d4ee8b3fa0a5ad900d
char_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,glm-5.2,probing,0,cb463c1d76ecffc2a159d23f72c6b2e460de1a94f5d48f1edadb6f7a4b7a200b
word_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,glm-5.2,focus,0,cb463c1d76ecffc2a159d23f72c6b2e460de1a94f5d48f1edadb6f7a4b7a200b
hybrid_svm,routing-v1|scaffolding-55|uniform_scaffold,scaffolding-55,telling,uniform_scaffold,glm-5.2,generic,0,cb463c1d76ecffc2a159d23f72c6b2e460de1a94f5d48f1edadb6f7a4b7a200b
char_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,MiniMax-M2.7,probing,0,9d837609c993321a7c6f97308a9e42ba775524952895cf9721868d0b9cdf83e4
word_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,MiniMax-M2.7,probing,0,9d837609c993321a7c6f97308a9e42ba775524952895cf9721868d0b9cdf83e4
hybrid_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,MiniMax-M2.7,probing,0,9d837609c993321a7c6f97308a9e42ba775524952895cf9721868d0b9cdf83e4
char_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,MiniMax-M3,focus,0,4baaae4a2ab09d7943f7c2b1fc2b4c435cccf246e581ce3634df0e1f0d1b315c
word_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,MiniMax-M3,probing,0,4baaae4a2ab09d7943f7c2b1fc2b4c435cccf246e581ce3634df0e1f0d1b315c
hybrid_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,MiniMax-M3,probing,0,4baaae4a2ab09d7943f7c2b1fc2b4c435cccf246e581ce3634df0e1f0d1b315c
char_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,deepseek-v4-pro,telling,1,74e5eb905289686d05c4f69e8ba12246f893c9fe14f3e4108db07ccef218ed1a
word_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,deepseek-v4-pro,telling,1,74e5eb905289686d05c4f69e8ba12246f893c9fe14f3e4108db07ccef218ed1a
hybrid_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,deepseek-v4-pro,telling,1,74e5eb905289686d05c4f69e8ba12246f893c9fe14f3e4108db07ccef218ed1a
char_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,doubao-seed-2.0-lite,focus,0,ff02bfa201d1a1b7a4ccb1fb8d31a23ab40f3d889b906e0bc1468cdb12545253
word_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,doubao-seed-2.0-lite,telling,1,ff02bfa201d1a1b7a4ccb1fb8d31a23ab40f3d889b906e0bc1468cdb12545253
hybrid_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,doubao-seed-2.0-lite,telling,1,ff02bfa201d1a1b7a4ccb1fb8d31a23ab40f3d889b906e0bc1468cdb12545253
char_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,glm-5.2,probing,0,095d68521c00a3123739b306a947aaf5d13b0efe79d8110e4db4102f944a2d89
word_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,glm-5.2,generic,0,095d68521c00a3123739b306a947aaf5d13b0efe79d8110e4db4102f944a2d89
hybrid_svm,routing-v1|scaffolding-56|adaptive_router,scaffolding-56,telling,adaptive_router,glm-5.2,probing,0,095d68521c00a3123739b306a947aaf5d13b0efe79d8110e4db4102f944a2d89
char_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,MiniMax-M2.7,telling,1,c394328ad37dc3dcd0522010557889ca8150debed76e214fb99deeb6b147fadc
word_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,MiniMax-M2.7,telling,1,c394328ad37dc3dcd0522010557889ca8150debed76e214fb99deeb6b147fadc
hybrid_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,MiniMax-M2.7,telling,1,c394328ad37dc3dcd0522010557889ca8150debed76e214fb99deeb6b147fadc
char_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,MiniMax-M3,focus,0,29486a3d850fe823239336448283e73a72bb8cb248c30e1776d9076fae291fd7
word_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,MiniMax-M3,probing,0,29486a3d850fe823239336448283e73a72bb8cb248c30e1776d9076fae291fd7
hybrid_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,MiniMax-M3,probing,0,29486a3d850fe823239336448283e73a72bb8cb248c30e1776d9076fae291fd7
char_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,deepseek-v4-pro,telling,1,a87d2b39152902ce1f92848b18281fc7bf555e29dbfc9067e0b56b1aeafe09bb
word_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,deepseek-v4-pro,generic,0,a87d2b39152902ce1f92848b18281fc7bf555e29dbfc9067e0b56b1aeafe09bb
hybrid_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,deepseek-v4-pro,telling,1,a87d2b39152902ce1f92848b18281fc7bf555e29dbfc9067e0b56b1aeafe09bb
char_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,doubao-seed-2.0-lite,telling,1,d59e4c9099fa7206ca15a4176aafaca4e45ec22d1ed576ccf40952fbba41cee9
word_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,doubao-seed-2.0-lite,generic,0,d59e4c9099fa7206ca15a4176aafaca4e45ec22d1ed576ccf40952fbba41cee9
hybrid_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,doubao-seed-2.0-lite,probing,0,d59e4c9099fa7206ca15a4176aafaca4e45ec22d1ed576ccf40952fbba41cee9
char_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,glm-5.2,telling,1,f7e32b0fddfe1e88c2c31af97dac5d32be50c277472e49274eae7f1cf4ea376f
word_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,glm-5.2,generic,0,f7e32b0fddfe1e88c2c31af97dac5d32be50c277472e49274eae7f1cf4ea376f
hybrid_svm,routing-v1|scaffolding-56|generic,scaffolding-56,telling,generic,glm-5.2,telling,1,f7e32b0fddfe1e88c2c31af97dac5d32be50c277472e49274eae7f1cf4ea376f
char_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,MiniMax-M2.7,telling,1,45469fa614a485bc39b76e29712f239d543049749c55523d21960537e454c028
word_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,MiniMax-M2.7,telling,1,45469fa614a485bc39b76e29712f239d543049749c55523d21960537e454c028
hybrid_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,MiniMax-M2.7,telling,1,45469fa614a485bc39b76e29712f239d543049749c55523d21960537e454c028
char_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,MiniMax-M3,telling,1,8993f3916e181d046dcc9124c6bdd2dbdd1466f373876278ff40acf74eeca744
word_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,MiniMax-M3,telling,1,8993f3916e181d046dcc9124c6bdd2dbdd1466f373876278ff40acf74eeca744
hybrid_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,MiniMax-M3,telling,1,8993f3916e181d046dcc9124c6bdd2dbdd1466f373876278ff40acf74eeca744
char_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,deepseek-v4-pro,telling,1,39daad5dedef5be92a4348ea39ad16b9312679503b2360b5012e0f366845c630
word_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,deepseek-v4-pro,telling,1,39daad5dedef5be92a4348ea39ad16b9312679503b2360b5012e0f366845c630
hybrid_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,deepseek-v4-pro,telling,1,39daad5dedef5be92a4348ea39ad16b9312679503b2360b5012e0f366845c630
char_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,doubao-seed-2.0-lite,telling,1,0eb46b5d7ce3a558d3b97f150dbeba11fc4e37dbae1629ad41ac9e290034d14b
word_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,doubao-seed-2.0-lite,telling,1,0eb46b5d7ce3a558d3b97f150dbeba11fc4e37dbae1629ad41ac9e290034d14b
hybrid_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,doubao-seed-2.0-lite,telling,1,0eb46b5d7ce3a558d3b97f150dbeba11fc4e37dbae1629ad41ac9e290034d14b
char_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,glm-5.2,telling,1,599fcf7e4e3f0e0dcfb800495002225096129284e3cdcd5560a61e7758d64d58
word_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,glm-5.2,telling,1,599fcf7e4e3f0e0dcfb800495002225096129284e3cdcd5560a61e7758d64d58
hybrid_svm,routing-v1|scaffolding-56|oracle_action,scaffolding-56,telling,oracle_action,glm-5.2,telling,1,599fcf7e4e3f0e0dcfb800495002225096129284e3cdcd5560a61e7758d64d58
char_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,MiniMax-M2.7,generic,0,343a67a1ceeaabccf0d20c39baafd50cf74e8b861fbd8ba709c01955a444eab6
word_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,MiniMax-M2.7,generic,0,343a67a1ceeaabccf0d20c39baafd50cf74e8b861fbd8ba709c01955a444eab6
hybrid_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,MiniMax-M2.7,generic,0,343a67a1ceeaabccf0d20c39baafd50cf74e8b861fbd8ba709c01955a444eab6
char_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,MiniMax-M3,generic,0,0c81fea0bbf795db34a681f25ade7dea76729f270dce62842957bf01b01e1a6a
word_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,MiniMax-M3,generic,0,0c81fea0bbf795db34a681f25ade7dea76729f270dce62842957bf01b01e1a6a
hybrid_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,MiniMax-M3,generic,0,0c81fea0bbf795db34a681f25ade7dea76729f270dce62842957bf01b01e1a6a
char_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,deepseek-v4-pro,telling,1,6f64213187814fa11ff146e1e6c6117e8ba7f5651aeb954e7853e40d5fcba42e
word_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,deepseek-v4-pro,telling,1,6f64213187814fa11ff146e1e6c6117e8ba7f5651aeb954e7853e40d5fcba42e
hybrid_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,deepseek-v4-pro,telling,1,6f64213187814fa11ff146e1e6c6117e8ba7f5651aeb954e7853e40d5fcba42e
char_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,doubao-seed-2.0-lite,focus,0,3a14f1c66a1cefdf1b6a577af2e92e4611857d5b1d8905050afff16aea2bcd97
word_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,doubao-seed-2.0-lite,probing,0,3a14f1c66a1cefdf1b6a577af2e92e4611857d5b1d8905050afff16aea2bcd97
hybrid_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,doubao-seed-2.0-lite,probing,0,3a14f1c66a1cefdf1b6a577af2e92e4611857d5b1d8905050afff16aea2bcd97
char_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,glm-5.2,telling,1,bf76a2bccac86526ff814de9c4aaaa6573c83da02df819d2301685f3261f87eb
word_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,glm-5.2,telling,1,bf76a2bccac86526ff814de9c4aaaa6573c83da02df819d2301685f3261f87eb
hybrid_svm,routing-v1|scaffolding-56|uniform_scaffold,scaffolding-56,telling,uniform_scaffold,glm-5.2,telling,1,bf76a2bccac86526ff814de9c4aaaa6573c83da02df819d2301685f3261f87eb
char_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,MiniMax-M2.7,probing,1,0a5e8d0637d1b9f7129dd11fb17f29f508e1db6b4abc4dbcee730cc7eb1fda2e
word_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,MiniMax-M2.7,probing,1,0a5e8d0637d1b9f7129dd11fb17f29f508e1db6b4abc4dbcee730cc7eb1fda2e
hybrid_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,MiniMax-M2.7,probing,1,0a5e8d0637d1b9f7129dd11fb17f29f508e1db6b4abc4dbcee730cc7eb1fda2e
char_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,MiniMax-M3,focus,0,0232b49b78bbed96cb3aff08bf98142636658d52aeb92139d45b2415c3f040b6
word_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,MiniMax-M3,focus,0,0232b49b78bbed96cb3aff08bf98142636658d52aeb92139d45b2415c3f040b6
hybrid_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,MiniMax-M3,focus,0,0232b49b78bbed96cb3aff08bf98142636658d52aeb92139d45b2415c3f040b6
char_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,deepseek-v4-pro,probing,1,b42384268d03a9811b1c772072d7215f9944016fc4128df8ef1a0c3ca948c696
word_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,deepseek-v4-pro,focus,0,b42384268d03a9811b1c772072d7215f9944016fc4128df8ef1a0c3ca948c696
hybrid_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,deepseek-v4-pro,focus,0,b42384268d03a9811b1c772072d7215f9944016fc4128df8ef1a0c3ca948c696
char_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,e016153e41a63570aa8b60a95ba0172a5d57669e70853a27bad61805e0f9dd62
word_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,e016153e41a63570aa8b60a95ba0172a5d57669e70853a27bad61805e0f9dd62
hybrid_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,e016153e41a63570aa8b60a95ba0172a5d57669e70853a27bad61805e0f9dd62
char_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,glm-5.2,focus,0,c48574145d3b801c9d26e45bc81f742e95bf80603a018ec2f0eb20f063b25275
word_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,glm-5.2,probing,1,c48574145d3b801c9d26e45bc81f742e95bf80603a018ec2f0eb20f063b25275
hybrid_svm,routing-v1|scaffolding-577|adaptive_router,scaffolding-577,probing,adaptive_router,glm-5.2,probing,1,c48574145d3b801c9d26e45bc81f742e95bf80603a018ec2f0eb20f063b25275
char_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,MiniMax-M2.7,probing,1,37e1f0946de090c5cb8b137193de1910c931351e60e4952d188a9cce641dfe37
word_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,MiniMax-M2.7,focus,0,37e1f0946de090c5cb8b137193de1910c931351e60e4952d188a9cce641dfe37
hybrid_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,MiniMax-M2.7,focus,0,37e1f0946de090c5cb8b137193de1910c931351e60e4952d188a9cce641dfe37
char_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,MiniMax-M3,telling,0,25c55969159ec01ff754f8cee7b902cd266f5b088838e599605ab3f183c48fb3
word_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,MiniMax-M3,telling,0,25c55969159ec01ff754f8cee7b902cd266f5b088838e599605ab3f183c48fb3
hybrid_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,MiniMax-M3,telling,0,25c55969159ec01ff754f8cee7b902cd266f5b088838e599605ab3f183c48fb3
char_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,deepseek-v4-pro,focus,0,fa5724effdf344ed515967fb623cab45cc7f81e0f14dca7c1cd1cbdb03f6b90b
word_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,deepseek-v4-pro,focus,0,fa5724effdf344ed515967fb623cab45cc7f81e0f14dca7c1cd1cbdb03f6b90b
hybrid_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,deepseek-v4-pro,focus,0,fa5724effdf344ed515967fb623cab45cc7f81e0f14dca7c1cd1cbdb03f6b90b
char_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,doubao-seed-2.0-lite,focus,0,25373b5b527a9ad4c5e4b0f5a810c3bc12b22e9e7597fad63a599df75066cd98
word_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,doubao-seed-2.0-lite,focus,0,25373b5b527a9ad4c5e4b0f5a810c3bc12b22e9e7597fad63a599df75066cd98
hybrid_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,doubao-seed-2.0-lite,focus,0,25373b5b527a9ad4c5e4b0f5a810c3bc12b22e9e7597fad63a599df75066cd98
char_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,glm-5.2,probing,1,d07d2bc0dbc3f1b2cb67286cfb6c1a67072c2725ce169db40899a8e246740730
word_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,glm-5.2,telling,0,d07d2bc0dbc3f1b2cb67286cfb6c1a67072c2725ce169db40899a8e246740730
hybrid_svm,routing-v1|scaffolding-577|generic,scaffolding-577,probing,generic,glm-5.2,telling,0,d07d2bc0dbc3f1b2cb67286cfb6c1a67072c2725ce169db40899a8e246740730
char_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,MiniMax-M2.7,focus,0,2063e62dcf78429bc1b6421302ce9b14b1c3e9b72f80ae0f9029950e91817d75
word_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,MiniMax-M2.7,probing,1,2063e62dcf78429bc1b6421302ce9b14b1c3e9b72f80ae0f9029950e91817d75
hybrid_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,MiniMax-M2.7,focus,0,2063e62dcf78429bc1b6421302ce9b14b1c3e9b72f80ae0f9029950e91817d75
char_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,MiniMax-M3,focus,0,7b60cc2df2629b7ff1350300f58121a8e74a117beef3045ca39128cbea1321a2
word_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,MiniMax-M3,focus,0,7b60cc2df2629b7ff1350300f58121a8e74a117beef3045ca39128cbea1321a2
hybrid_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,MiniMax-M3,focus,0,7b60cc2df2629b7ff1350300f58121a8e74a117beef3045ca39128cbea1321a2
char_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,deepseek-v4-pro,focus,0,17ce674bf94b475d783e77cd94b6736b2d139a93bdd6abf2e45790cda59d9c13
word_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,deepseek-v4-pro,focus,0,17ce674bf94b475d783e77cd94b6736b2d139a93bdd6abf2e45790cda59d9c13
hybrid_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,deepseek-v4-pro,focus,0,17ce674bf94b475d783e77cd94b6736b2d139a93bdd6abf2e45790cda59d9c13
char_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,doubao-seed-2.0-lite,focus,0,51ecc5ffb4c06304c589f7ca702fb90ae595bbe534de9a0e5f5e9f3de64d16a6
word_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,doubao-seed-2.0-lite,focus,0,51ecc5ffb4c06304c589f7ca702fb90ae595bbe534de9a0e5f5e9f3de64d16a6
hybrid_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,doubao-seed-2.0-lite,focus,0,51ecc5ffb4c06304c589f7ca702fb90ae595bbe534de9a0e5f5e9f3de64d16a6
char_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,glm-5.2,probing,1,944c6c421d364d6053ff14c90dd57af243bcc9096dd9efa15bb7310b19792c38
word_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,glm-5.2,focus,0,944c6c421d364d6053ff14c90dd57af243bcc9096dd9efa15bb7310b19792c38
hybrid_svm,routing-v1|scaffolding-577|oracle_action,scaffolding-577,probing,oracle_action,glm-5.2,focus,0,944c6c421d364d6053ff14c90dd57af243bcc9096dd9efa15bb7310b19792c38
char_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,MiniMax-M2.7,probing,1,721b96adf4e74712b60a70f7f27205135265a5bbe36cdcd78c0b69cee7a45b80
word_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,MiniMax-M2.7,probing,1,721b96adf4e74712b60a70f7f27205135265a5bbe36cdcd78c0b69cee7a45b80
hybrid_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,MiniMax-M2.7,probing,1,721b96adf4e74712b60a70f7f27205135265a5bbe36cdcd78c0b69cee7a45b80
char_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,MiniMax-M3,probing,1,606b88ba1ab79ac59184a693af686e026185771d88f9b2e12f1325a1edc9ae5d
word_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,MiniMax-M3,focus,0,606b88ba1ab79ac59184a693af686e026185771d88f9b2e12f1325a1edc9ae5d
hybrid_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,MiniMax-M3,probing,1,606b88ba1ab79ac59184a693af686e026185771d88f9b2e12f1325a1edc9ae5d
char_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,deepseek-v4-pro,focus,0,f41e127d765e1d5b85e6c14482546d38102306b9100b98add849b7b01b64aebd
word_svm,routing-v1|scaffolding-577|uniform_scaffold,scaffolding-577,probing,uniform_scaffold,deepseek-v4-pro,focus,0,f41e127d765e1d5b85e6c14482546d38102306b9100b98add849b7b01b64aebd
