source_family,domain,arm,event,comparison,gain
trophic_energy_transfer,science,peer_control,affect_acknowledgement,conditional,-0.0041335595014721505
trophic_energy_transfer,science,peer_control,answer_reveal,conditional,0.0013092494564774723
trophic_energy_transfer,science,peer_control,reasoning_elicitation,conditional,0.0016422283695422674
turning_moment,science,canonical,affect_acknowledgement,conditional,0.016160335519367436
turning_moment,science,canonical,answer_reveal,conditional,-0.002657016583513007
turning_moment,science,canonical,reasoning_elicitation,conditional,0.0006101151973359475
turning_moment,science,explicit,affect_acknowledgement,conditional,0.0021104335367937987
turning_moment,science,explicit,answer_reveal,conditional,0.003310417039696978
turning_moment,science,explicit,reasoning_elicitation,conditional,0.0008353530683182231
turning_moment,science,implicit,affect_acknowledgement,conditional,0.02445552490200964
turning_moment,science,implicit,answer_reveal,conditional,-0.001031932021457245
turning_moment,science,implicit,reasoning_elicitation,conditional,0.0010612845486576289
turning_moment,science,peer_control,affect_acknowledgement,conditional,0.003429257906250399
turning_moment,science,peer_control,answer_reveal,conditional,0.0011961712310517639
turning_moment,science,peer_control,reasoning_elicitation,conditional,0.001483508792679826
weighted_graph_path,logic_and_data,canonical,affect_acknowledgement,conditional,0.00938076369145513
weighted_graph_path,logic_and_data,canonical,answer_reveal,conditional,-0.002236287417288929
weighted_graph_path,logic_and_data,canonical,reasoning_elicitation,conditional,-0.004269378859710488
weighted_graph_path,logic_and_data,explicit,affect_acknowledgement,conditional,-0.000557488987990018
weighted_graph_path,logic_and_data,explicit,answer_reveal,conditional,0.0012307416095874157
weighted_graph_path,logic_and_data,explicit,reasoning_elicitation,conditional,0.0019360733616482148
weighted_graph_path,logic_and_data,implicit,affect_acknowledgement,conditional,-0.003997848692093797
weighted_graph_path,logic_and_data,implicit,answer_reveal,conditional,-0.0006847770332816805
weighted_graph_path,logic_and_data,implicit,reasoning_elicitation,conditional,-0.00035559780898000715
weighted_graph_path,logic_and_data,peer_control,affect_acknowledgement,conditional,0.026233495935265055
weighted_graph_path,logic_and_data,peer_control,answer_reveal,conditional,0.0032419584528405217
weighted_graph_path,logic_and_data,peer_control,reasoning_elicitation,conditional,0.0009879333735248394
